gene	protein id
mir-306	
mir-306	
mir-306	
mir-190	
mir-190	
mir-190	
mir-92b	
mir-92b	
mir-92b	
mir-1017	
mir-1017	
mir-303	
mir-303	
mir-303	
mir-184	
mir-184	
mir-184	
mir-1004	
mir-1004	
mir-1004	
mir-33	
mir-33	
mir-33	
mir-12	
mir-12	
mir-12	
mir-314	
mir-314	
mir-314	
mir-2c	
mir-2c	
mir-2c	
mir-124	
mir-124	
mir-124	
mir-287	
mir-287	
mir-285	
mir-285	
mir-285	
mir-311	
mir-311	
mir-311	
mir-278	
mir-278	
mir-278	
mir-996	
mir-996	
mir-996	
mir-998	
mir-998	
mir-998	
mir-let7	
mir-let7	
mir-let7	
mir-308	
mir-308	
mir-308	
mir-5	
mir-5	
mir-5	
mir-304	
mir-304	
mir-304	
mir-6-2	
mir-6-2	
mir-6-2	
mir-92a	
mir-92a	
mir-92a	
mir-1008	
mir-1008	
mir-1008	
mir-9b	
mir-9b	
mir-9b	
mir-4	
mir-4	
mir-4	
mir-289	
mir-289	
mir-31a	
mir-31a	
mir-31a	
mir-316	
mir-316	
mir-316	
mir-6-3	
mir-6-3	
mir-6-3	
mir-277	
mir-277	
mir-277	
mir-318	
mir-318	
mir-318	
mir-13b-2	
mir-13b-2	
mir-13b-2	
mir-1011	
mir-1011	
mir-10	
mir-10	
mir-10	
mir-288	
mir-288	
mir-283	
mir-283	
mir-283	
mir-1016	
mir-1016	
mir-1016	
mir-87	
mir-87	
mir-87	
mir-13a	
mir-13a	
mir-13a	
mir-9c	
mir-9c	
mir-9c	
mir-1003	
mir-1003	
mir-1003	
mir-8	
mir-8	
mir-8	
mir-210	
mir-210	
mir-210	
mir-11	
mir-11	
mir-11	
mir-1009	
mir-1009	
mir-310	
mir-310	
mir-310	
mir-274	
mir-274	
mir-274	
mir-1006	
mir-1006	
mir-1006	
mir-280	
mir-280	
mir-313	
mir-313	
mir-313	
mir-2501	
mir-2501	
mir-2501	
mir-286	
mir-286	
mir-286	
mir-1013	
mir-1013	
mir-133	
mir-133	
mir-133	
mir-137	
mir-137	
mir-137	
mir-14	
mir-14	
mir-14	
mir-279	
mir-279	
mir-279	
mir-2b-2	
mir-2b-2	
mir-2b-2	
mir-312	
mir-312	
mir-312	
mir-ban	
mir-ban	
mir-ban	
mir-79	
mir-79	
mir-79	
mir-275	
mir-275	
mir-275	
mir-1007	
mir-1007	
mir-1007	
mir-1	
mir-1	
mir-1	
mir-125	
mir-125	
mir-125	
mir-1015	
mir-1015	
mir-305	
mir-305	
mir-305	
mir-34	
mir-34	
mir-34	
mir-2a-2	
mir-2a-2	
mir-2a-2	
mir-315	
mir-315	
mir-315	
mir-iab-4	
mir-iab-4	
mir-iab-4	
mir-100	
mir-100	
mir-100	
mir-6-1	
mir-6-1	
mir-6-1	
Scox	FBpp0078688
Tl	FBpp0084431
Tl	FBpp0303187
Tl	FBpp0303188
bru2	FBpp0293396
bru2	FBpp0293398
bru2	FBpp0293399
bru2	FBpp0293400
bru2	FBpp0293401
bru2	FBpp0293402
bru2	FBpp0293403
bru2	FBpp0293404
bru2	FBpp0304531
bru2	FBpp0304532
bru2	FBpp0304533
CG43066	FBpp0293405
CG43066	FBpp0293407
FoxP	FBpp0293409
FoxP	FBpp0302969
FoxP	FBpp0390648
CG43068	FBpp0293356
CG43069	FBpp0293357
CG43070	FBpp0293358
CG43070	FBpp0311202
CG43071	FBpp0297898
CG43071	FBpp0309388
CG43072	FBpp0293361
Rbp	FBpp0293366
Rbp	FBpp0293367
Rbp	FBpp0305966
Rbp	FBpp0305967
Rbp	FBpp0390599
Rbp	FBpp0390600
Rbp	FBpp0390601
Rbp	FBpp0390602
Rbp	FBpp0390603
CG43074	FBpp0293369
CG43075	FBpp0293378
CG43076	FBpp0293377
CG43077	FBpp0293381
CG43078	FBpp0293347
CG43078	FBpp0293348
CG43078	FBpp0293349
CG43078	FBpp0293350
CG43078	FBpp0293351
CG43078	FBpp0293352
CG43078	FBpp0293353
CG43078	FBpp0293354
CG43078	FBpp0293355
CG43078	FBpp0305322
CG43078	FBpp0305323
CG43078	FBpp0305324
CG43078	FBpp0309526
nrm	FBpp0293370
nrm	FBpp0293371
nrm	FBpp0293373
nrm	FBpp0293374
nrm	FBpp0293376
nrm	FBpp0305423
CR43080	
Vha14-1	FBpp0086474
Vha16-4	FBpp0086218
VhaPPA1-2	FBpp0288461
VhaAC45	FBpp0087668
VhaAC45	FBpp0087669
Trpml	FBpp0074720
Ltn1	FBpp0074742
Rab8	FBpp0074690
Rab8	FBpp0300989
Rab8	FBpp0300990
Mi-2	FBpp0099808
Mi-2	FBpp0074688
Mi-2	FBpp0291256
Mi-2	FBpp0304462
ver	FBpp0075692
ver	FBpp0304177
nsl1	FBpp0290940
nsl1	FBpp0290941
nsl1	FBpp0290942
nsl1	FBpp0290944
nsl1	FBpp0290945
nsl1	FBpp0290946
nsl1	FBpp0301593
nsl1	FBpp0301594
nsl1	FBpp0301595
nsl1	FBpp0301596
nsl1	FBpp0301597
nsl1	FBpp0306659
CG43082	FBpp0293507
CG43083	FBpp0293508
CG43084	FBpp0293509
CG43085	FBpp0293515
CG43085	FBpp0305333
CR43086	
CR43086	
CR43086	
CR43087	
CR43087	
CG43088	FBpp0293413
CG43089	FBpp0300859
CG43089	FBpp0309527
CG43090	FBpp0293416
CG43091	FBpp0293421
CG43092	FBpp0293420
CG43093	FBpp0293419
CG43094	FBpp0293418
CG43095	FBpp0293417
CR43096	
lncRNA:CR43097	
lncRNA:CR43097	
CG43098	FBpp0293523
CR43100	
CG43101	FBpp0293427
Mdh2	FBpp0082985
wcd	FBpp0086314
CG43102	FBpp0293546
CG43102	FBpp0293547
CG43102	FBpp0293548
CG43102	FBpp0293549
CG43102	FBpp0293550
CG43102	FBpp0303065
CG43102	FBpp0310948
CG43103	FBpp0293430
lncRNA:CR43104	
lncRNA:CR43104	
CR43105	
CG43106	FBpp0293428
CG43107	FBpp0293429
CG43108	FBpp0293434
CG43109	FBpp0293435
CG43110	FBpp0293436
CG43110	FBpp0311711
CG43111	FBpp0293437
CG43112	FBpp0293446
CG43114	FBpp0293484
CG43114	FBpp0308564
CG43115	FBpp0293485
CG43116	FBpp0293583
CG43117	FBpp0293585
Sarm	FBpp0293530
Sarm	FBpp0293531
Sarm	FBpp0293532
Sarm	FBpp0293533
Sarm	FBpp0293534
Sarm	FBpp0293535
Sarm	FBpp0293536
Sarm	FBpp0306073
Sarm	FBpp0428228
Sarm	FBpp0428504
CG43120	FBpp0293498
CG43121	FBpp0293499
cic	FBpp0293563
cic	FBpp0293564
cic	FBpp0293565
cic	FBpp0293566
cic	FBpp0306420
cic	FBpp0306421
CG43123	FBpp0293654
CG43124	FBpp0293647
CG43125	FBpp0293648
CG43127	FBpp0293729
CG43127	FBpp0293730
Shab	FBpp0293731
Shab	FBpp0293732
Shab	FBpp0293733
Shab	FBpp0293735
Shab	FBpp0293736
Shab	FBpp0293737
Shab	FBpp0293738
Shab	FBpp0293739
Shab	FBpp0306030
Shab	FBpp0306031
CheA46a	FBpp0091049
CheA56a	FBpp0091020
mtsh	FBpp0290392
mtsh	FBpp0290393
SmydA-3	FBpp0293781
SmydA-3	FBpp0293782
SmydA-3	FBpp0304342
SmB	FBpp0293061
lncRNA:CR43130	
lncRNA:CR43130	
CG43131	FBpp0293822
lncRNA:CR43132	
CG43133	FBpp0293824
CG43134	FBpp0293825
CG43134	FBpp0297892
CG43135	FBpp0293826
CG43136	FBpp0293827
CG43137	FBpp0293828
CG43138	FBpp0293829
CG43139	FBpp0293833
CG43139	FBpp0293834
pyd	FBpp0293837
pyd	FBpp0293838
pyd	FBpp0293839
pyd	FBpp0293840
pyd	FBpp0293841
pyd	FBpp0293842
pyd	FBpp0293844
pyd	FBpp0293845
pyd	FBpp0293846
pyd	FBpp0293847
pyd	FBpp0301889
pyd	FBpp0424324
CR43142	
Nuak	FBpp0293890
Nuak	FBpp0293891
Nuak	FBpp0293892
Nuak	FBpp0293893
Nuak	FBpp0293894
Nuak	FBpp0293895
Nuak	FBpp0293896
Nuak	FBpp0307978
Nuak	FBpp0307979
Nuak	FBpp0428140
Nuak	FBpp0428141
Nuak	FBpp0428142
Nuak	FBpp0428143
Nuak	FBpp0428144
Nuak	FBpp0428145
Nuak	FBpp0428146
Nuak	FBpp0428147
DNAlig1	FBpp0072041
lncRNA:CR43144	
lncRNA:CR43144	
lncRNA:CR43144	
CG43145	FBpp0293936
lncRNA:CR43146	
lncRNA:CR43146	
CG43147	FBpp0293940
CG43147	FBpp0311133
Tmhs	FBpp0072716
Tmhs	FBpp0072717
lncRNA:CR43148	
lncRNA:CR43148	
dati	FBpp0088196
dati	FBpp0088197
dati	FBpp0297886
dati	FBpp0297887
Nup160	FBpp0079788
Nup160	FBpp0310208
Myc	FBpp0070501
Myc	FBpp0303995
CG43149	FBpp0294047
lncRNA:CR43150	
lncRNA:CR43151	
asRNA:CR43152	
CG43153	FBpp0294053
CG43155	FBpp0294058
CG43156	FBpp0294060
lncRNA:CR43157	
lncRNA:CR43157	
CR43158	
asRNA:CR43159	
asRNA:CR43160	
fzr	FBpp0070654
fzr	FBpp0070655
Sap130	FBpp0075659
Sap130	FBpp0075660
Sap130	FBpp0075661
Sap130	FBpp0112998
Sap130	FBpp0304353
Sap130	FBpp0304354
Arp3	FBpp0076460
Arp3	FBpp0306212
Skel	FBpp0296943
Skel	FBpp0296944
Skel	FBpp0296945
Skel	FBpp0296946
CG43163	FBpp0296980
CG43163	FBpp0300832
CG43165	FBpp0296986
lncRNA:CR43166	
Pal2	FBpp0088497
Pal2	FBpp0290724
Pal2	FBpp0312237
dtn	FBpp0297993
dtn	FBpp0297994
dtn	FBpp0308753
dtn	FBpp0308754
CG33941	FBpp0402845
mbf1	FBpp0075151
mbf1	FBpp0075152
mbf1	FBpp0294020
mbf1	FBpp0294021
mbf1	FBpp0303170
Src64B	FBpp0073177
Src64B	FBpp0099944
Src64B	FBpp0099946
Src64B	FBpp0099947
Src64B	FBpp0099948
Src64B	FBpp0291750
Src64B	FBpp0293526
Src64B	FBpp0293527
Src64B	FBpp0310444
eIF4H1	FBpp0074055
eIF4H1	FBpp0074056
eIF4H1	FBpp0089381
eIF4H1	FBpp0310225
eIF4H1	FBpp0310226
Vha16-1	FBpp0085483
Vha16-1	FBpp0085484
Vha16-1	FBpp0085485
Vha16-1	FBpp0085486
mub	FBpp0078122
mub	FBpp0089422
mub	FBpp0110316
mub	FBpp0290578
mub	FBpp0293517
mub	FBpp0293518
mub	FBpp0293519
mub	FBpp0293520
mub	FBpp0293521
mub	FBpp0304982
mub	FBpp0305424
mub	FBpp0312395
norpA	FBpp0070618
norpA	FBpp0070619
norpA	FBpp0100136
norpA	FBpp0100137
norpA	FBpp0290690
norpA	FBpp0310196
AGO1	FBpp0086738
AGO1	FBpp0086739
AGO1	FBpp0086740
AGO1	FBpp0294043
Evi5	FBpp0073391
Evi5	FBpp0073392
Evi5	FBpp0289956
Evi5	FBpp0289957
Evi5	FBpp0304866
Fs(2)Ket	FBpp0080922
Fs(2)Ket	FBpp0294035
Fs(2)Ket	FBpp0294036
Fs(2)Ket	FBpp0294037
Fs(2)Ket	FBpp0294038
Mdh1	FBpp0079640
Mdh1	FBpp0311560
CG43167	FBpp0297064
CG43168	FBpp0297068
CG43169	FBpp0297070
CR43170	
CG43171	FBpp0297073
CG43171	FBpp0308543
CG43171	FBpp0312416
CG43172	FBpp0297074
CG43172	FBpp0312127
CG43175	FBpp0297084
CG43175	FBpp0312050
CR43176	
twr	FBpp0081185
CR43177	
CG43178	FBpp0297090
CG43178	FBpp0308542
CG43178	FBpp0312415
CG43179	FBpp0297194
CG43181	FBpp0297196
CG43182	FBpp0297197
CG43183	FBpp0297198
CG43184	FBpp0297200
CG43185	FBpp0310923
CG43185	FBpp0310924
CR43186	
CG43187	FBpp0297190
CG43187	FBpp0311715
CG43188	FBpp0297191
CG43190	FBpp0297203
CG43191	FBpp0297205
CG43192	FBpp0297206
lncRNA:CR43193	
hemo	FBpp0297277
hemo	FBpp0312141
CG43195	FBpp0297186
CG43195	FBpp0300936
lncRNA:CR43196	
CG43198	FBpp0297209
lncRNA:CR43199	
lncRNA:CR43199	
CG43200	FBpp0297215
CG43201	FBpp0297214
CG43201	FBpp0308544
BomT1	FBpp0297216
CG43203	FBpp0297219
CG43204	FBpp0297220
UQCR-6.4L	FBpp0297221
CG43207	FBpp0297217
CG43208	FBpp0297257
CG43209	FBpp0297258
CG43210	FBpp0297279
CG43210	FBpp0312139
CG43210	FBpp0312140
CR43211	
CR43212	
CR43213	
CR43214	
CR43215	
CR43216	
CR43217	
CG43218	FBpp0297289
CG43219	FBpp0297291
CG43220	FBpp0301886
CG43221	FBpp0401603
MtnF	FBpp0297296
MtnF	FBpp0308281
S6kII	FBpp0077052
S6kII	FBpp0305864
Ptr	FBpp0085347
Ptr	FBpp0298835
Ptr	FBpp0298836
Ptr	FBpp0307593
Ptr	FBpp0307594
Gfrl	FBpp0297308
Gfrl	FBpp0297309
Gfrl	FBpp0297310
Gfrl	FBpp0297311
Gfrl	FBpp0297312
Gfrl	FBpp0297313
Gfrl	FBpp0297314
Gfrl	FBpp0303066
Gfrl	FBpp0309169
Gfrl	FBpp0311944
axo	FBpp0291786
axo	FBpp0297315
axo	FBpp0297316
axo	FBpp0305768
axo	FBpp0305769
axo	FBpp0305770
axo	FBpp0305771
lute	FBpp0082876
lute	FBpp0297318
lute	FBpp0297319
lute	FBpp0303070
milt	FBpp0297338
milt	FBpp0297339
milt	FBpp0297340
milt	FBpp0297341
milt	FBpp0297342
milt	FBpp0297343
Diedel2	FBpp0297389
CG43229	FBpp0297390
CG43229	FBpp0297391
CG43230	FBpp0297392
CG43231	FBpp0297393
CG43232	FBpp0297394
CG43232	FBpp0312527
CG43233	FBpp0297397
CG43233	FBpp0309918
lncRNA:CR43234	
CG43235	FBpp0297398
Mtkl	FBpp0297399
Mtkl	FBpp0311855
CG43237	FBpp0297400
lncRNA:CR43238	
CR43240	
lncRNA:CR43241	
lncRNA:CR43241	
lncRNA:CR43241	
lncRNA:CR43242	
asRNA:CR43243	
CG43244	FBpp0297406
CG43245	FBpp0297407
CG43245	FBpp0306786
CG43246	FBpp0297408
lncRNA:CR43247	
CG43248	FBpp0297412
CG43248	FBpp0310921
CG43249	FBpp0297413
lncRNA:CR43250	
CG43251	FBpp0297415
lncRNA:CR43252	
lncRNA:CR43253	
CG43254	FBpp0297419
CG43254	FBpp0302716
CG43255	FBpp0297420
lncRNA:CR43256	
lncRNA:CR43256	
asRNA:CR43257	
lncRNA:CR43258	
lncRNA:CR43258	
asRNA:CR43259	
asRNA:CR43259	
lncRNA:CR43260	
Rabex-5	FBpp0072557
lncRNA:CR43262	
lncRNA:CR43263	
lncRNA:CR43264	
lncRNA:CR43266	
lncRNA:CR43266	
CG43267	FBpp0297509
lncRNA:CR43270	
mt:ND4	FBpp0390632
Polr2K	FBpp0111294
Polr2B	FBpp0082353
Polr2B	FBpp0310926
CG43271	FBpp0297648
CG43271	FBpp0297649
CG43271	FBpp0297650
CG43271	FBpp0311580
CG43272	FBpp0428218
CG43272	FBpp0428219
CG43273	FBpp0297653
CG43273	FBpp0373667
lncRNA:CR43274	
CR43275	
CR43276	
CG43277	FBpp0297654
lncRNA:CR43278	
lncRNA:CR43278	
lncRNA:CR43279	
lncRNA:CR43279	
lncRNA:CR43280	
lncRNA:CR43280	
CR43281	
lncRNA:CR43282	
lncRNA:CR43282	
lncRNA:CR43282	
lncRNA:CR43282	
lncRNA:cherub	
lncRNA:cherub	
lncRNA:cherub	
lncRNA:CR43285	
cnc	FBpp0297667
cnc	FBpp0297668
cnc	FBpp0297669
cnc	FBpp0297670
cnc	FBpp0297671
cnc	FBpp0297672
cnc	FBpp0297673
cnc	FBpp0297674
cnc	FBpp0297675
cnc	FBpp0297676
cnc	FBpp0297677
cnc	FBpp0297678
cnc	FBpp0300546
cnc	FBpp0300547
cnc	FBpp0303398
cnc	FBpp0307561
lawc	FBpp0071191
lawc	FBpp0291291
lawc	FBpp0298287
lawc	FBpp0298288
lncRNA:CR43287	
CG43288	FBpp0297728
lncRNA:CR43289	
CG43290	FBpp0297730
CG43291	FBpp0297731
CG43291	FBpp0311909
CG43291	FBpp0312481
CG43292	FBpp0297732
CG43293	FBpp0297733
CG43293	FBpp0297734
CG43294	FBpp0297736
CG43294	FBpp0423077
CG43295	FBpp0297737
CG43296	FBpp0297738
lncRNA:CR43297	
lncRNA:CR43298	
asRNA:CR43299	
asRNA:CR43299	
asRNA:CR43299	
lncRNA:CR43300	
lncRNA:CR43301	
lncRNA:CR43301	
lncRNA:CR43302	
lncRNA:CR43302	
lncRNA:CR43303	
lncRNA:CR43304	
lncRNA:CR43306	
CG43307	FBpp0297740
CG43308	FBpp0297741
CG43308	FBpp0309586
CR43309	
CR43310	
CG43312	FBpp0297744
Chpf	FBpp0297743
Chpf	FBpp0311959
SERCA	FBpp0072120
SERCA	FBpp0072121
SERCA	FBpp0072122
SERCA	FBpp0072123
SERCA	FBpp0072124
SERCA	FBpp0072125
SERCA	FBpp0072126
SERCA	FBpp0072127
SERCA	FBpp0309946
snRNA:U4atac	
lncRNA:CR43314	
lncRNA:CR43314	
lncRNA:CR43314	
CG43315	FBpp0297754
CG43315	FBpp0297755
CG43316	FBpp0297756
CG43317	FBpp0297757
CG43318	FBpp0297758
CG43319	FBpp0297776
HSPBAP1	FBpp0297777
CG43321	FBpp0297778
CG43322	FBpp0297779
CG43324	FBpp0297761
CG43325	FBpp0297762
CG43325	FBpp0297763
CG43325	FBpp0311611
CG43326	FBpp0297764
CG43326	FBpp0297765
CG43327	FBpp0297766
CG43328	FBpp0297767
CG43328	FBpp0311185
CG43329	FBpp0297768
CG43330	FBpp0297769
CG43331	FBpp0297770
CG43332	FBpp0297781
CG43333	FBpp0297780
CG43335	FBpp0297782
CG43336	FBpp0297783
lncRNA:CR43337	
lncRNA:CR43337	
CG43341	FBpp0297797
CG43342	FBpp0297801
Gpdh3	FBpp0297798
Gpdh3	FBpp0297799
Gpdh3	FBpp0297800
lncRNA:let7C	
CG43345	FBpp0297826
CG43345	FBpp0312180
CG43346	FBpp0297827
CG43346	FBpp0297828
CG43346	FBpp0312179
CG43347	FBpp0297864
CG43347	FBpp0297865
CG43347	FBpp0304664
Klp54D	FBpp0297759
Klp54D	FBpp0297760
Klp54D	FBpp0309196
Klp54D	FBpp0352249
Klp54D	FBpp0352250
M7BP	FBpp0297784
M7BP	FBpp0297785
M7BP	FBpp0297786
M7BP	FBpp0297787
M7BP	FBpp0297788
M7BP	FBpp0297789
M7BP	FBpp0297790
M7BP	FBpp0297791
M7BP	FBpp0297792
M7BP	FBpp0297793
M7BP	FBpp0297794
M7BP	FBpp0297795
M7BP	FBpp0297796
M7BP	FBpp0304284
M7BP	FBpp0304285
CG43339	FBpp0297773
CG43339	FBpp0310366
CG43338	FBpp0297774
CG43338	FBpp0297775
CG43348	FBpp0297939
CG43348	FBpp0307364
CG43349	FBpp0297940
CG43349	FBpp0307365
CG43350	FBpp0297941
CG43350	FBpp0307609
CG43351	FBpp0297942
HP1Lcsd	FBpp0297943
lncRNA:CR43353	
CG43354	FBpp0297944
CG43355	FBpp0297946
CG43355	FBpp0300457
lncRNA:CR43356	
lncRNA:CR43357	
lncRNA:CR43357	
lncRNA:CR43358	
lncRNA:CR43358	
CR43359	
CR43360	
CR43361	
CR43361	
CG43362	FBpp0297949
lncRNA:CR43363	
CR43364	
psq	FBpp0087373
psq	FBpp0087374
psq	FBpp0087371
psq	FBpp0087372
psq	FBpp0087368
psq	FBpp0087370
psq	FBpp0089330
psq	FBpp0087369
psq	FBpp0100066
psq	FBpp0100067
psq	FBpp0303457
psq	FBpp0312422
psq	FBpp0428132
psq	FBpp0428133
psq	FBpp0428134
DnaJ-1	FBpp0076829
DnaJ-1	FBpp0076830
mir-bft	
mir-bft	
mir-bft	
BtbVII	FBpp0298302
BtbVII	FBpp0298303
BtbVII	FBpp0298305
BtbVII	FBpp0298306
BtbVII	FBpp0298307
BtbVII	FBpp0303181
BtbVII	FBpp0303182
BtbVII	FBpp0304406
CG43366	FBpp0298308
CG43367	FBpp0298310
CG43367	FBpp0298311
CG43367	FBpp0298312
CG43367	FBpp0298313
cac	FBpp0298314
cac	FBpp0298315
cac	FBpp0298316
cac	FBpp0298317
cac	FBpp0298318
cac	FBpp0298319
cac	FBpp0298320
cac	FBpp0298321
cac	FBpp0298322
cac	FBpp0298323
cac	FBpp0298324
cac	FBpp0298325
cac	FBpp0298326
cac	FBpp0300833
cac	FBpp0304665
cac	FBpp0423192
cac	FBpp0423193
cac	FBpp0423194
Mitf	FBpp0298327
Mitf	FBpp0298328
Mitf	FBpp0298329
Mitf	FBpp0298330
Cc2d2a	FBpp0298338
CG43371	FBpp0298339
5-HT1B	FBpp0085783
5-HT1B	FBpp0303088
5-HT1B	FBpp0303089
CG34377	FBpp0111522
CG34377	FBpp0300318
CG34377	FBpp0303414
CG34377	FBpp0311485
CG34377	FBpp0312461
Acsl	FBpp0087780
Acsl	FBpp0087781
Acsl	FBpp0087779
Acsl	FBpp0099845
Acsl	FBpp0099846
Acsl	FBpp0099847
Acsl	FBpp0099848
Acsl	FBpp0099849
Acsl	FBpp0099850
Acsl	FBpp0305216
Prosalpha1	FBpp0087969
Prosalpha1	FBpp0087970
lncRNA:CR43372	
CG43373	FBpp0298356
CG43373	FBpp0298357
Cht6	FBpp0298358
Cht6	FBpp0298359
Cht6	FBpp0298360
Cht6	FBpp0298361
Cht6	FBpp0298362
Cht6	FBpp0298363
Cht6	FBpp0298364
mEFG1	FBpp0079041
vret	FBpp0083716
bin3	FBpp0085336
bin3	FBpp0085337
bin3	FBpp0307591
bin3	FBpp0312329
Patronin	FBpp0086104
Patronin	FBpp0086105
Patronin	FBpp0086106
Patronin	FBpp0271954
Patronin	FBpp0271955
Patronin	FBpp0289830
Patronin	FBpp0304550
Patronin	FBpp0304551
Patronin	FBpp0304552
Patronin	FBpp0304553
Patronin	FBpp0304554
Patronin	FBpp0304555
Patronin	FBpp0304556
Acn	FBpp0080688
Acn	FBpp0080689
Acn	FBpp0307803
Galk	FBpp0076280
Galk	FBpp0076281
Galk	FBpp0076282
Galk	FBpp0292326
Galt	FBpp0078951
Galt	FBpp0305544
scaRNA:MeU1b-A234	
CG43376	FBpp0300228
CR43377	
CR43378	
CR43379	
CR43380	
CR43381	
CR43382	
CR43383	
CR43384	
CR43385	
CG43386	FBpp0300230
CG43386	FBpp0300231
CG43386	FBpp0300232
lncRNA:CR43387	
Dscam4	FBpp0289117
Dscam4	FBpp0289118
Dscam4	FBpp0289119
Dscam4	FBpp0305766
Dscam4	FBpp0305767
Hk	FBpp0300310
Hk	FBpp0300311
Hk	FBpp0300312
Hk	FBpp0300313
Hk	FBpp0300314
Hk	FBpp0300315
Hk	FBpp0303754
Hk	FBpp0303755
Hk	FBpp0303756
bel	FBpp0081374
bel	FBpp0306433
Nxf3	FBpp0424322
Nxf3	FBpp0424323
robls54B	FBpp0111300
robls54B	FBpp0309185
Phae1	FBpp0079916
Phae1	FBpp0311760
Phae2	FBpp0291994
Phae2	FBpp0311761
SP1029	FBpp0084767
SP1029	FBpp0084768
SP1029	FBpp0084769
SP1029	FBpp0306891
SP1029	FBpp0311398
Cdk7	FBpp0070723
dar1	FBpp0112047
Coop	FBpp0088057
Coop	FBpp0302911
Mocs1	FBpp0075934
Mocs1	FBpp0075935
CG43389	FBpp0300407
CG43390	FBpp0300404
CG43391	FBpp0300403
CG43392	FBpp0300405
CG43393	FBpp0300560
vnc	FBpp0076077
vnc	FBpp0076078
vnc	FBpp0076079
vnc	FBpp0076080
vnc	FBpp0076081
CG43394	FBpp0300617
CG43394	FBpp0300618
CG43394	FBpp0303353
CG43394	FBpp0308729
CG43394	FBpp0311177
Cngl	FBpp0300627
Cngl	FBpp0300628
Cngl	FBpp0300629
Cngl	FBpp0311301
Cngl	FBpp0311302
Cngl	FBpp0423148
chas	FBpp0074251
chas	FBpp0074252
chas	FBpp0309498
chas	FBpp0309499
chas	FBpp0309500
sel	FBpp0087519
CG43396	FBpp0300744
CG43397	FBpp0300745
CG43397	FBpp0300746
Fic	FBpp0078887
scrib	FBpp0300844
scrib	FBpp0300845
scrib	FBpp0300846
scrib	FBpp0300847
scrib	FBpp0300848
scrib	FBpp0300849
scrib	FBpp0300850
scrib	FBpp0300851
scrib	FBpp0300852
scrib	FBpp0300853
scrib	FBpp0300854
scrib	FBpp0300855
scrib	FBpp0300856
scrib	FBpp0300857
scrib	FBpp0300858
scrib	FBpp0307488
scrib	FBpp0307489
scrib	FBpp0307490
lncRNA:CR43399	
CG43400	FBpp0300914
Mrp4	FBpp0291237
CG43401	FBpp0300925
CG43401	FBpp0310388
CG43402	FBpp0300926
CG43402	FBpp0310389
CG43403	FBpp0300927
lncRNA:CR43404	
CG43405	FBpp0423324
lncRNA:CR43406	
lncRNA:CR43406	
CG43407	FBpp0300939
CG43407	FBpp0309615
lncRNA:CR43408	
lncRNA:CR43409	
lncRNA:CR43410	
lncRNA:CR43411	
lncRNA:CR43412	
asRNA:CR43413	
asRNA:CR43413	
lncRNA:CR43414	
lncRNA:CR43414	
lncRNA:CR43415	
lncRNA:CR43415	
lncRNA:CR43416	
lncRNA:CR43417	
lncRNA:CR43417	
lncRNA:CR43418	
lncRNA:CR43419	
lncRNA:CR43420	
lncRNA:CR43421	
lncRNA:CR43422	
lncRNA:CR43423	
lncRNA:CR43423	
lncRNA:CR43424	
asRNA:CR43425	
asRNA:CR43426	
asRNA:CR43426	
smash	FBpp0301004
smash	FBpp0301005
smash	FBpp0301006
smash	FBpp0301007
smash	FBpp0301008
smash	FBpp0301009
smash	FBpp0301010
smash	FBpp0301011
smash	FBpp0301012
smash	FBpp0301013
AP-2mu	FBpp0083645
AP-2mu	FBpp0083646
AP-2mu	FBpp0291080
Unr	FBpp0076384
Unr	FBpp0113084
Unr	FBpp0301053
Unr	FBpp0305200
Unr	FBpp0311664
CG11000	FBpp0112107
CG11000	FBpp0301052
CG42784	FBpp0292497
CG42784	FBpp0301048
CG42784	FBpp0312550
CG42784	FBpp0312551
CG31688	FBpp0271886
CG31688	FBpp0301022
CG31688	FBpp0303236
CG31688	FBpp0303237
CG31688	FBpp0303511
CG43428	FBpp0423288
asRNA:CR43429	
asRNA:CR43430	
lncRNA:CR43431	
lncRNA:marge	
lncRNA:marge	
asRNA:CR43433	
lncRNA:CR43434	
lncRNA:CR43435	
lncRNA:CR43436	
lncRNA:CR43437	
CG43438	FBpp0301082
CG43439	FBpp0301083
lncRNA:CR43440	
CR43441	
Nha2	FBpp0301108
Nha2	FBpp0301109
hts	FBpp0301110
hts	FBpp0301111
hts	FBpp0301112
hts	FBpp0301113
hts	FBpp0301114
hts	FBpp0301115
hts	FBpp0301116
hts	FBpp0301117
hts	FBpp0301118
hts	FBpp0301119
hts	FBpp0301120
hts	FBpp0301121
hts	FBpp0301122
hts	FBpp0301123
hts	FBpp0309427
hts	FBpp0423414
Tet	FBpp0301125
Tet	FBpp0301126
Tet	FBpp0301127
Tet	FBpp0301128
Tet	FBpp0306012
Tet	FBpp0306013
hppy	FBpp0085691
hppy	FBpp0085692
hppy	FBpp0309396
hppy	FBpp0309397
hppy	FBpp0309398
sqd	FBpp0082319
sqd	FBpp0082320
sqd	FBpp0082321
sqd	FBpp0089309
sqd	FBpp0301102
Ih	FBpp0099777
Ih	FBpp0099778
Ih	FBpp0099780
Ih	FBpp0288548
Ih	FBpp0288549
Ih	FBpp0288550
Ih	FBpp0288731
Ih	FBpp0300991
Ih	FBpp0300992
Ih	FBpp0300993
Ih	FBpp0300994
Uck	FBpp0083986
