gene	protein id
Uck	FBpp0288805
Uck	FBpp0301103
Uck	FBpp0301104
Uck	FBpp0301105
CG43445	FBpp0301129
CG43446	FBpp0301130
CG43446	FBpp0301131
CG43447	FBpp0301132
CG43448	FBpp0301135
CG43449	FBpp0301136
CG43449	FBpp0301137
CG43450	FBpp0301138
lncRNA:CR43451	
lncRNA:CR43452	
lncRNA:CR43453	
asRNA:CR43454	
lncRNA:CR43455	
lncRNA:CR43456	
lncRNA:CR43457	
lncRNA:CR43458	
lncRNA:CR43458	
lncRNA:CR43459	
lncRNA:CR43459	
lncRNA:CR43459	
asRNA:CR43460	
asRNA:CR43460	
asRNA:CR43460	
lncRNA:CR43461	
asRNA:CR43464	
asRNA:CR43465	
asRNA:CR43466	
asRNA:CR43467	
asRNA:CR43467	
asRNA:CR43468	
asRNA:CR43469	
asRNA:CR43469	
asRNA:CR43470	
asRNA:CR43470	
asRNA:CR43471	
asRNA:CR43472	
asRNA:CR43474	
lncRNA:CR43475	
asRNA:CR43476	
asRNA:CR43477	
asRNA:CR43478	
nwk	FBpp0301203
nwk	FBpp0301204
nwk	FBpp0301205
nwk	FBpp0301207
nwk	FBpp0304241
nwk	FBpp0310642
nwk	FBpp0310643
nwk	FBpp0310644
nwk	FBpp0310645
nwk	FBpp0310646
asRNA:CR43480	
asRNA:CR43480	
snoRNA:CG43051-a	
snoRNA:2R:9445410	
snoRNA:CG31191-a	
snoRNA:CG32479-a	
snoRNA:Dek-a	
snoRNA:gcl-a	
snoRNA:hts-a	
snoRNA:kis-a	
snoRNA:lola-a	
snoRNA:nop5-x16-a	
snoRNA:SC35-a	
snoRNA:SC35-b	
snoRNA:Tudor-SN-a	
scaRNA:MeU2-48	
snoRNA:2R:9445205	
snoRNA:abba-a	
scaRNA:PsiU2-38.40.42	
snoRNA:CG16892-a	
snoRNA:CG32479-b	
scaRNA:PsiU1-6	
snoRNA:Edc3-a	
scaRNA:PsiU2-35.45	
snoRNA:Irbp-a	
snoRNA:lola-b	
snoRNA:lola-c	
snoRNA:lola-d	
snoRNA:Pi4KIIalpha-a	
scaRNA:PsiU2-55	
scaRNA:PsiU2-55	
scaRNA:PsiU6-40	
scaRNA:PsiU5-44	
sncRNA:CR43603	
lncRNA:CR43604	
mld	FBpp0110311
mld	FBpp0293451
mld	FBpp0293452
mld	FBpp0293453
mld	FBpp0293454
asRNA:CR43481	
asRNA:CR43481	
asRNA:CR43481	
CR43482	
CR43483	
lncRNA:CR43484	
lncRNA:CR43484	
lncRNA:CR43485	
lncRNA:CR43486	
lncRNA:CR43486	
lncRNA:CR43487	
lncRNA:CR43487	
lncRNA:CR43488	
lncRNA:CR43488	
lncRNA:CR43488	
lncRNA:CR43489	
lncRNA:CR43490	
lncRNA:CR43491	
lncRNA:CR43492	
lncRNA:CR43493	
lncRNA:CR43494	
lncRNA:CR43495	
lncRNA:CR43496	
lncRNA:CR43496	
lncRNA:CR43498	
nclb	FBpp0087323
Vsx1	FBpp0070747
Vsx1	FBpp0309431
Vsx2	FBpp0099911
Vsx2	FBpp0309767
mir-4953	
mir-4953	
mir-4966-1	
mir-4966-1	
mir-4966-1	
mir-4983	
mir-4983	
mir-4983	
mir-4958	
mir-4958	
mir-4958	
mir-4976	
mir-4976	
mir-4976	
mir-4975	
mir-4975	
mir-4964	
mir-4964	
mir-4945	
mir-4945	
mir-4969	
mir-4969	
mir-4969	
mir-4982	
mir-4982	
mir-4982	
mir-4972	
mir-4972	
mir-4972	
mir-4911	
mir-4911	
mir-4971	
mir-4971	
mir-4908	
mir-4908	
mir-4970	
mir-4970	
mir-4977	
mir-4977	
mir-4977	
mir-4917	
mir-4917	
mir-4955	
mir-4955	
mir-4955	
mir-4962	
mir-4962	
mir-4962	
mir-4973	
mir-4973	
mir-4973	
mir-4960	
mir-4960	
mir-4974	
mir-4974	
mir-4974	
mir-4951	
mir-4951	
mir-4951	
mir-4965	
mir-4965	
mir-4965	
mir-4978	
mir-4978	
mir-4986	
mir-4986	
mir-4986	
mir-4954	
mir-4954	
mir-4954	
mir-4979	
mir-4979	
mir-4979	
mir-4949	
mir-4949	
mir-4949	
mir-4963	
mir-4963	
mir-4963	
mir-4985	
mir-4985	
mir-4985	
mir-4944	
mir-4944	
mir-4944	
mir-4957	
mir-4957	
mir-4957	
mir-4918	
mir-4918	
mir-4939	
mir-4939	
mir-4961	
mir-4961	
mir-4961	
mir-4913	
mir-4913	
mir-4952	
mir-4952	
mir-4952	
mir-4943	
mir-4943	
mir-4943	
mir-4940	
mir-4940	
mir-4940	
mir-4967	
mir-4967	
mir-4967	
mir-4980	
mir-4980	
mir-2535b	
mir-2535b	
mir-4987	
mir-4987	
mir-4987	
mir-4984	
mir-4984	
mir-4984	
mir-4948	
mir-4948	
mir-4948	
mir-4956	
mir-4956	
mir-4956	
mir-4914	
mir-4914	
mir-4950	
mir-4950	
mir-4950	
mir-4909	
mir-4909	
mir-4915	
mir-4915	
mir-4946	
mir-4946	
mir-4968	
mir-4968	
mir-4968	
mir-4941	
mir-4941	
mir-4941	
mir-4959	
mir-4959	
mir-4981	
mir-4981	
mir-4942	
mir-4942	
mir-4912	
mir-4912	
mir-4919	
mir-4919	
mir-4919	
mir-4910	
mir-4910	
mir-4916	
mir-4916	
mir-4947	
mir-4947	
lncRNA:CR43606	
lncRNA:CR43607	
lncRNA:CR43607	
lncRNA:CR43608	
lncRNA:CR43608	
asRNA:CR43609	
CG43610	FBpp0428204
lncRNA:CR43611	
lncRNA:CR43611	
lncRNA:CR43612	
lncRNA:CR43612	
lncRNA:CR43613	
asRNA:CR43614	
asRNA:CR43615	
Lpin	FBpp0087891
Lpin	FBpp0111968
Lpin	FBpp0292606
Lpin	FBpp0292607
Lpin	FBpp0292608
Lpin	FBpp0292610
Lpin	FBpp0292611
Lpin	FBpp0292613
Lpin	FBpp0292616
Lpin	FBpp0292617
Lpin	FBpp0292618
lost	FBpp0078561
lncRNA:CR43617	
CG43618	FBpp0301628
Acp98AB	FBpp0301787
Vha68-2	FBpp0079999
Vha68-2	FBpp0080000
Vha68-2	FBpp0080001
Vha68-2	FBpp0294002
Vha68-2	FBpp0307596
Vha68-2	FBpp0307597
Brr2	FBpp0075282
PolD1	FBpp0075277
mib1	FBpp0075275
mib1	FBpp0305755
Tasp1	FBpp0075253
Tasp1	FBpp0305777
Zn72D	FBpp0075248
Zn72D	FBpp0075249
Zn72D	FBpp0302718
Zn72D	FBpp0302719
Zn72D	FBpp0305488
Zn72D	FBpp0305489
l(3)72Dn	FBpp0075239
l(3)72Dn	FBpp0305742
Hsc20	FBpp0111355
l(3)72Dp	FBpp0075214
l(3)72Dr	FBpp0075215
lncRNA:CR43620	
lncRNA:CR43620	
lncRNA:CR43621	
lncRNA:CR43621	
lncRNA:CR43622	
lncRNA:CR43624	
lncRNA:CR43625	
lncRNA:CR43626	
lncRNA:CR43626	
lncRNA:CR43626	
lncRNA:CR43627	
lncRNA:CR43627	
asRNA:ASTR	
asRNA:ASTR	
asRNA:ASTR	
asRNA:CR43629	
asRNA:CR43629	
asRNA:CR43629	
CG43630	FBpp0301700
lncRNA:CR43631	
lncRNA:CR43632	
lncRNA:CR43633	
lncRNA:CR43634	
lncRNA:CR43635	
asRNA:CR43636	
asRNA:CR43637	
mir-3643	
mir-3643	
mir-3643	
mir-3641	
mir-3641	
mir-3641	
mir-3645	
mir-3645	
mir-3645	
mir-3642	
mir-3642	
mir-3642	
mir-3644	
mir-3644	
mir-3644	
CG43638	FBpp0301714
lncRNA:CR43639	
lncRNA:CR43639	
lncRNA:CR43640	
lncRNA:CR43641	
lncRNA:CR43642	
lncRNA:CR43643	
lncRNA:CR43644	
CG43645	FBpp0401602
CG43646	FBpp0428445
CG43647	FBpp0301790
lncRNA:CR43648	
lncRNA:CR43649	
lncRNA:CR43650	
lncRNA:CR43650	
lncRNA:CR43651	
lncRNA:CR43651	
lncRNA:CR43652	
lncRNA:Irar	
lncRNA:CR43654	
lncRNA:CR43654	
lncRNA:CR43655	
lncRNA:CR43656	
lncRNA:CR43656	
Lpt	FBpp0072043
Lpt	FBpp0309963
Uba3	FBpp0086711
Myo10A	FBpp0302015
Myo10A	FBpp0302016
Myo10A	FBpp0302017
Myo10A	FBpp0312035
CG43658	FBpp0302018
CG43658	FBpp0302019
CG43658	FBpp0302020
CG43658	FBpp0302021
CG43658	FBpp0302022
CG43658	FBpp0303448
CG43658	FBpp0309639
CG43658	FBpp0309640
CG43659	FBpp0302028
lncRNA:CR43660	
lncRNA:CR43661	
Ada2a	FBpp0302531
Ada2a	FBpp0302532
Ada2a	FBpp0302533
Ada2a	FBpp0302534
Ada2a	FBpp0302535
eIF2gamma	FBpp0302537
eIF2gamma	FBpp0302538
eIF2gamma	FBpp0307983
CG43666	FBpp0302541
CG43667	FBpp0302540
CG43668	FBpp0302539
CR43669	
CR43670	
CR43671	
CG43672	FBpp0428094
CG43673	FBpp0302543
CG43675	FBpp0302550
CG43675	FBpp0310744
CG43675	FBpp0310745
Su(var)3-9	FBpp0302536
Polr2D	FBpp0302530
CG43677	FBpp0302600
CG43678	FBpp0302606
CG43679	FBpp0302604
CG43679	FBpp0302605
CG43680	FBpp0302603
lncRNA:CR43681	
lncRNA:CR43681	
lncRNA:CR43682	
asRNA:CR43683	
lncRNA:CR43684	
lncRNA:CR43685	
lncRNA:CR43685	
lncRNA:CR43686	
CR43687	
CR43688	
CG43689	FBpp0302629
CG43689	FBpp0302630
CG43689	FBpp0302631
CG43689	FBpp0302632
CG43689	FBpp0302633
CG43689	FBpp0308738
CG43689	FBpp0422976
fok	FBpp0302695
fok	FBpp0302696
fok	FBpp0302697
fok	FBpp0302698
CG43691	FBpp0302699
CG43691	FBpp0311856
CG43693	FBpp0302700
CG43693	FBpp0302701
CG43693	FBpp0302702
CG43693	FBpp0302703
CG43693	FBpp0302704
CG43693	FBpp0302705
CG43693	FBpp0302706
CG43694	FBpp0302714
lncRNA:CR43695	
CG17684	FBpp0289380
CG17684	FBpp0306782
Hmgcr	FBpp0083842
lncRNA:CR43605	
CG34334	FBpp0111448
CG40486	FBpp0110508
CG40486	FBpp0309803
Gen	FBpp0076879
Rcd5	FBpp0073058
CR43696	
CR43697	
lncRNA:CR43700	
sncRNA:CR43701	
CG43702	FBpp0302845
CG43702	FBpp0302846
CG43703	FBpp0302844
lncRNA:CR43704	
lncRNA:CR43705	
lncRNA:CR43706	
CG43707	FBpp0302847
CG43707	FBpp0302848
CG43707	FBpp0302849
CG43707	FBpp0302850
CG43707	FBpp0302851
CG43707	FBpp0302852
CG43707	FBpp0303256
snRNA:LU	
CG43709	FBpp0302860
CG43710	FBpp0302859
CG43711	FBpp0302858
snoRNA:CD-24	
Dad1	FBpp0079324
BubR1	FBpp0085368
mRpL45	FBpp0083665
Dark	FBpp0086121
Dark	FBpp0086122
lncRNA:CR43713	
lncRNA:CR43714	
lncRNA:CR43715	
lncRNA:CR43716	
lncRNA:CR43717	
lncRNA:CR43718	
lncRNA:CR43719	
lncRNA:CR43719	
sick	FBpp0302879
sick	FBpp0302880
sick	FBpp0302881
sick	FBpp0302883
sick	FBpp0302884
sick	FBpp0302885
sick	FBpp0302886
sick	FBpp0302887
sick	FBpp0304535
sick	FBpp0304536
sick	FBpp0307716
sick	FBpp0311171
lncRNA:CR43721	
COX8	FBpp0078037
COX8	FBpp0305654
Ent2	FBpp0078920
Ent2	FBpp0309853
jvl	FBpp0296969
jvl	FBpp0296970
jvl	FBpp0296971
jvl	FBpp0296972
jvl	FBpp0296973
jvl	FBpp0296974
jvl	FBpp0296975
dally	FBpp0076310
dally	FBpp0297069
ebi	FBpp0077715
esn	FBpp0302894
esn	FBpp0302895
esn	FBpp0302896
esn	FBpp0302897
asRNA:CR43723	
asRNA:CR43723	
nonC	FBpp0070933
nonC	FBpp0309979
lncRNA:CR43724	
lncRNA:CR43724	
CG43725	FBpp0302938
jv	FBpp0300167
jv	FBpp0300168
jv	FBpp0300169
qin	FBpp0302955
CR43727	
asRNA:CR43728	
Tim17b	FBpp0112618
Tim17b	FBpp0311388
Caf1-55	FBpp0082511
Caf1-55	FBpp0291059
Stacl	FBpp0303042
Stacl	FBpp0303044
Stacl	FBpp0303045
Stacl	FBpp0303046
Stacl	FBpp0303047
Stacl	FBpp0303048
Stacl	FBpp0303051
Stacl	FBpp0310609
Stacl	FBpp0310610
Stacl	FBpp0310611
Stacl	FBpp0310612
Stacl	FBpp0310613
Stacl	FBpp0310614
Stacl	FBpp0310615
Stacl	FBpp0310616
Stacl	FBpp0310617
Stacl	FBpp0423271
Stacl	FBpp0423272
asRNA:CR43730	
CG43731	FBpp0303052
CG43732	FBpp0303057
CG43732	FBpp0312407
CR43734	
cd	FBpp0083696
spoon	FBpp0070760
spoon	FBpp0070761
spoon	FBpp0300894
spoon	FBpp0300895
Dic61B	FBpp0072437
Dic61B	FBpp0072438
asRNA:CR43735	
CG43736	FBpp0303293
CG43736	FBpp0303294
CG43736	FBpp0303295
CG43736	FBpp0303296
CG43736	FBpp0303297
CG43736	FBpp0303298
CG43736	FBpp0303299
CG43736	FBpp0303300
CG43736	FBpp0311820
CG43736	FBpp0311821
CG43736	FBpp0311822
CG43737	FBpp0303291
CG43737	FBpp0303292
cpo	FBpp0303301
cpo	FBpp0303302
cpo	FBpp0303303
cpo	FBpp0303304
cpo	FBpp0303305
cpo	FBpp0303306
cpo	FBpp0303307
cpo	FBpp0303308
cpo	FBpp0303309
cpo	FBpp0303310
cpo	FBpp0303311
cpo	FBpp0303312
CG43739	FBpp0303290
CG43740	FBpp0303354
CG43740	FBpp0303355
CG43740	FBpp0303356
Ack-like	FBpp0303361
Ack-like	FBpp0303362
Ack-like	FBpp0303363
Ack-like	FBpp0303364
CG43742	FBpp0306131
GluRIB	FBpp0303372
GluRIB	FBpp0303373
GluRIB	FBpp0306805
GluRIB	FBpp0312406
bru3	FBpp0303375
bru3	FBpp0303376
bru3	FBpp0303377
bru3	FBpp0303378
bru3	FBpp0303379
bru3	FBpp0303380
bru3	FBpp0303381
bru3	FBpp0303382
bru3	FBpp0303383
bru3	FBpp0303384
bru3	FBpp0303385
bru3	FBpp0303386
bru3	FBpp0303387
bru3	FBpp0303388
bru3	FBpp0303389
bru3	FBpp0311136
bru3	FBpp0428115
bru3	FBpp0428116
MsR2	FBpp0303390
MsR2	FBpp0303391
MsR2	FBpp0303392
Hmx	FBpp0303411
Hmx	FBpp0303412
Hmx	FBpp0312056
dysc	FBpp0303440
dysc	FBpp0303442
dysc	FBpp0303443
dysc	FBpp0303444
dysc	FBpp0303445
dysc	FBpp0303446
dysc	FBpp0305235
tgo	FBpp0081483
tgo	FBpp0307731
Cnx14D	FBpp0074074
Flo2	FBpp0073766
Flo2	FBpp0073767
Flo2	FBpp0073768
Flo2	FBpp0073769
Flo2	FBpp0073771
Flo2	FBpp0289663
Flo2	FBpp0289664
Flo2	FBpp0303247
Flo2	FBpp0303248
Flo2	FBpp0303249
Flo2	FBpp0303250
Flo2	FBpp0312521
CG43750	FBpp0303534
CG43750	FBpp0307441
lncRNA:CR43752	
lncRNA:CR43753	
lncRNA:CR43753	
lncRNA:CR43753	
lncRNA:CR43754	
lncRNA:CR43754	
CG43755	FBpp0303538
CG43755	FBpp0303539
Slob	FBpp0303540
Slob	FBpp0303541
Slob	FBpp0303542
Slob	FBpp0303543
Slob	FBpp0303544
Slob	FBpp0303545
Slob	FBpp0303546
Slob	FBpp0303547
Slob	FBpp0303548
Slob	FBpp0303549
Slob	FBpp0307463
sli	FBpp0303573
sli	FBpp0303574
sli	FBpp0303575
sli	FBpp0303576
sli	FBpp0303577
sli	FBpp0303578
CG43759	FBpp0303583
CG43759	FBpp0303584
CG43759	FBpp0305209
CG43759	FBpp0310434
Send2	FBpp0080214
CG43760	FBpp0303716
lncRNA:CR43761	
lncRNA:CR43761	
lncRNA:CR43762	
lncRNA:CR43763	
lncRNA:CR43764	
lncRNA:CR43765	
lncRNA:CR43766	
asRNA:CR43767	
lncRNA:CR43768	
lncRNA:CR43769	
Sxl	FBpp0303689
Sxl	FBpp0303691
Sxl	FBpp0303692
Sxl	FBpp0303693
Sxl	FBpp0303695
Sxl	FBpp0303696
Sxl	FBpp0303697
Sxl	FBpp0303698
Sxl	FBpp0303699
Sxl	FBpp0303700
Sxl	FBpp0303701
Sxl	FBpp0303702
Sxl	FBpp0303703
Sxl	FBpp0303704
Sxl	FBpp0303705
Sxl	FBpp0303706
Sxl	FBpp0303707
Sxl	FBpp0303708
Sxl	FBpp0303710
Sxl	FBpp0303712
Sxl	FBpp0303713
Sxl	FBpp0307708
Sxl	FBpp0307709
Sxl	FBpp0307710
Sxl	FBpp0312374
lncRNA:CR43771	
mwh	FBpp0303809
mwh	FBpp0303810
mwh	FBpp0307717
Sema2b	FBpp0099865
Sema2b	FBpp0288448
Sema2b	FBpp0303026
Sema2b	FBpp0303027
Det	FBpp0082849
Cyt-b5	FBpp0087979
Cyt-b5	FBpp0087980
CG43773	FBpp0303888
CG43774	FBpp0303889
CG43775	FBpp0303890
CG43776	FBpp0303891
CG43776	FBpp0310083
CG43777	FBpp0303892
CG43777	FBpp0310084
CG43777	FBpp0310085
CG43779	FBpp0303896
wrm1	FBpp0303897
wrm1	FBpp0303898
wrm2	FBpp0303899
wrm2	FBpp0303900
CG43783	FBpp0303906
CG43783	FBpp0303907
CG43783	FBpp0303908
CG43783	FBpp0303909
CG43783	FBpp0303910
orb2	FBpp0303901
orb2	FBpp0303902
orb2	FBpp0303903
orb2	FBpp0303904
orb2	FBpp0303905
orb2	FBpp0423157
orb2	FBpp0423158
hbt	FBpp0303893
hbt	FBpp0303894
hbt	FBpp0303895
hbt	FBpp0428276
CG43784	FBpp0311893
lncRNA:CR43785	
lncRNA:CR43785	
spg	FBpp0303335
spg	FBpp0303336
spg	FBpp0303337
spg	FBpp0307741
spg	FBpp0307742
Atg6	FBpp0083975
PolE1	FBpp0083800
asRNA:CR43786	
asRNA:CR43787	
CG43788	FBpp0304292
CG43789	FBpp0304293
lncRNA:CR43792	
lncRNA:CR43793	
lncRNA:CR43794	
CG43795	FBpp0304311
CG43796	FBpp0304331
CG43797	FBpp0304329
CG43798	FBpp0304328
CG43799	FBpp0304325
CG43800	FBpp0304326
CG43800	FBpp0304327
lncRNA:CR43801	
lncRNA:CR43802	
lncRNA:CR43802	
lncRNA:CR43803	
lncRNA:CR43804	
lncRNA:CR43805	
lncRNA:CR43805	
asRNA:CR43806	
asRNA:CR43806	
lncRNA:CR43807	
lncRNA:CR43808	
lncRNA:CR43808	
asRNA:CR43809	
SNF4Agamma	FBpp0083421
SNF4Agamma	FBpp0083422
SNF4Agamma	FBpp0083423
SNF4Agamma	FBpp0083424
SNF4Agamma	FBpp0083425
SNF4Agamma	FBpp0083427
SNF4Agamma	FBpp0110237
SNF4Agamma	FBpp0110238
SNF4Agamma	FBpp0110239
SNF4Agamma	FBpp0111828
SNF4Agamma	FBpp0111829
SNF4Agamma	FBpp0290800
SNF4Agamma	FBpp0290801
SNF4Agamma	FBpp0290802
SNF4Agamma	FBpp0290803
SNF4Agamma	FBpp0290804
lncRNA:CR43810	
lncRNA:CR43811	
asRNA:CR43812	
CG43813	FBpp0304534
CG43814	FBpp0304517
CG43815	FBpp0304526
CG43816	FBpp0304529
CG43816	FBpp0304530
lncRNA:CR43817	
lncRNA:CR43818	
lncRNA:CR43819	
lncRNA:CR43819	
asRNA:CR43820	
lncRNA:CR43821	
lncRNA:CR43822	
lncRNA:CR43823	
asRNA:CR43824	
lncRNA:CR43825	
lncRNA:CR43826	
lncRNA:CR43826	
lncRNA:CR43827	
lncRNA:CR43827	
lncRNA:CR43827	
lncRNA:CR43828	
CG43829	FBpp0304558
lncRNA:CR43830	
lncRNA:CR43830	
lncRNA:CR43831	
lncRNA:CR43832	
asRNA:CR43833	
lncRNA:CR43834	
lncRNA:CR43835	
lncRNA:CR43836	
lncRNA:CR43836	
lncRNA:CR43836	
lncRNA:CR43837	
lncRNA:CR43837	
Ca-alpha1T	FBpp0088415
Ca-alpha1T	FBpp0111866
Ca-alpha1T	FBpp0293151
Ca-alpha1T	FBpp0293152
Ca-alpha1T	FBpp0306997
opm	FBpp0073785
opm	FBpp0309375
lncRNA:CR43838	
lncRNA:CR43839	
lncRNA:CR43840	
CG43841	FBpp0304671
asRNA:CR43842	
CG43843	FBpp0304692
CG43844	FBpp0312531
CG43844	FBpp0312532
CG43844	FBpp0312533
CG43845	FBpp0402847
CG43845	FBpp0402848
lncRNA:CR43846	
lncRNA:CR43847	
lncRNA:CR43848	
lncRNA:CR43849	
CG43850	FBpp0304786
CG43850	FBpp0312089
CG43851	FBpp0304787
lncRNA:CR43852	
lncRNA:CR43853	
lncRNA:CR43854	
lncRNA:CR43855	
lncRNA:CR43855	
lncRNA:CR43856	
lncRNA:CR43857	
lncRNA:CR43857	
lncRNA:CR43858	
lncRNA:CR43859	
ab	FBpp0304815
ab	FBpp0304816
ab	FBpp0304818
ab	FBpp0304819
ab	FBpp0304820
CG43861	FBpp0304821
CG43861	FBpp0304822
CG43861	FBpp0304823
CG43861	FBpp0311557
lncRNA:CR43862	
lncRNA:CR43863	
asRNA:CR43864	
asRNA:CR43864	
asRNA:CR43865	
asRNA:CR43866	
CG43867	FBpp0304853
CG43867	FBpp0304854
CG43867	FBpp0304855
CG43867	FBpp0304858
CG43867	FBpp0304859
CG43867	FBpp0304860
CG43867	FBpp0304861
CG43867	FBpp0310015
CG43867	FBpp0310016
CG43867	FBpp0310017
asRNA:CR43868	
asRNA:CR43868	
lncRNA:CR43870	
asRNA:CR43872	
lncRNA:CR43874	
asRNA:CR43875	
asRNA:CR43876	
asRNA:CR43876	
asRNA:CR43876	
asRNA:CR43877	
lncRNA:CR43878	
lncRNA:CR43879	
CG43880	FBpp0305013
lncRNA:CR43881	
lncRNA:CR43881	
lncRNA:CR43882	
lncRNA:CR43883	
lncRNA:CR43884	
asRNA:CR43885	
CG43886	FBpp0304998
lncRNA:CR43887	
lncRNA:CR43888	
asRNA:CR43889	
lncRNA:CR43890	
asRNA:CR43891	
lncRNA:CR43892	
lncRNA:CR43892	
lncRNA:CR43893	
CG43894	FBpp0305025
CG43894	FBpp0305026
CG43894	FBpp0305027
CG43894	FBpp0305028
CG43895	FBpp0305037
CG43896	FBpp0305039
CG43896	FBpp0305040
CG43896	FBpp0311737
CG43897	FBpp0305042
CG43897	FBpp0305043
CG43897	FBpp0305044
CG43897	FBpp0305045
CG43897	FBpp0305046
CG43897	FBpp0305047
CG43897	FBpp0305048
CG43897	FBpp0305049
CG43897	FBpp0305050
CG43897	FBpp0305051
CG43897	FBpp0305052
CG43897	FBpp0305053
CG43897	FBpp0305054
CG43897	FBpp0305055
CG43897	FBpp0305056
CG43897	FBpp0305057
CG43897	FBpp0305058
Eip93F	FBpp0083567
Eip93F	FBpp0111787
Eip93F	FBpp0303410
how	FBpp0083576
how	FBpp0083575
how	FBpp0099954
how	FBpp0290615
how	FBpp0290616
how	FBpp0307182
CkIIalpha	FBpp0070041
CkIIalpha	FBpp0070042
CkIIalpha	FBpp0070043
CkIIalpha	FBpp0110433
CkIIalpha	FBpp0311229
CkIIalpha	FBpp0311359
CkIIalpha	FBpp0311360
rdx	FBpp0290848
rdx	FBpp0099767
rdx	FBpp0290846
rdx	FBpp0290847
rdx	FBpp0306413
CG17646	FBpp0077553
CG17646	FBpp0077554
gpp	FBpp0292799
gpp	FBpp0292800
gpp	FBpp0292801
gpp	FBpp0292802
gpp	FBpp0306435
asRNA:CR43898	
lncRNA:CR43899	
lncRNA:CR43900	
CG43901	FBpp0305151
CG43901	FBpp0305152
CG43901	FBpp0311144
CG43902	FBpp0305153
asRNA:CR43903	
lncRNA:CR43904	
lncRNA:CR43905	
asRNA:CR43906	
lncRNA:CR43907	
asRNA:CR43908	
lncRNA:CR43909	
lncRNA:CR43910	
lncRNA:CR43911	
lncRNA:CR43912	
lncRNA:CR43912	
lncRNA:CR43912	
lncRNA:CR43913	
lncRNA:CR43913	
lncRNA:CR43914	
CG43915	FBpp0305341
asRNA:CR43916	
lncRNA:CR43917	
lncRNA:CR43918	
CG43919	FBpp0305370
CG43920	FBpp0311033
CG43920	FBpp0311032
hwt	FBpp0305357
hwt	FBpp0305358
hwt	FBpp0305359
hwt	FBpp0311960
CG43922	FBpp0305444
CG43923	FBpp0305442
CG43924	FBpp0305441
CG43925	FBpp0305436
asRNA:CR43926	
lncRNA:CR43927	
lncRNA:CR43927	
lncRNA:CR43928	
lncRNA:CR43928	
lncRNA:CR43929	
lncRNA:CR43930	
CG43931	FBpp0305478
lncRNA:CR43932	
asRNA:CR43933	
asRNA:CR43933	
Gr39a	FBpp0081036
Gr39a	FBpp0081037
Gr39a	FBpp0081038
Gr39a	FBpp0081039
garz	FBpp0087010
garz	FBpp0087011
garz	FBpp0293612
Glg1	FBpp0078043
Glg1	FBpp0304963
Hr4	FBpp0305529
Hr4	FBpp0305530
Hr4	FBpp0305531
Hr4	FBpp0305532
Hr4	FBpp0305533
Hr4	FBpp0305534
Hr4	FBpp0305535
Hr4	FBpp0305536
Hr4	FBpp0305537
CG43935	FBpp0305617
asRNA:CR43936	
asRNA:CR43936	
lncRNA:CR43937	
CG43938	FBpp0305639
lncRNA:CR43939	
lncRNA:CR43940	
lncRNA:CR43941	
lncRNA:CR43942	
lncRNA:CR43943	
asRNA:CR43944	
lncRNA:CR43945	
Glut1	FBpp0305677
Glut1	FBpp0305678
Glut1	FBpp0305679
Glut1	FBpp0305680
Glut1	FBpp0305681
Glut1	FBpp0305682
Glut1	FBpp0305683
Glut1	FBpp0305684
Glut1	FBpp0305685
Glut1	FBpp0305686
Glut1	FBpp0305687
Glut1	FBpp0305688
Glut1	FBpp0305689
Glut1	FBpp0305690
Glut1	FBpp0305691
Glut1	FBpp0305692
Glut1	FBpp0305693
Glut1	FBpp0311738
Glut1	FBpp0311739
Glut1	FBpp0312585
PsGEF	FBpp0305706
PsGEF	FBpp0305707
PsGEF	FBpp0305708
PsGEF	FBpp0305709
PsGEF	FBpp0305710
PsGEF	FBpp0305711
PsGEF	FBpp0305712
PsGEF	FBpp0305713
asRNA:CR43948	
lncRNA:CR43949	
lncRNA:CR43950	
lncRNA:CR43951	
lncRNA:CR43952	
lncRNA:CR43953	
CG43954	FBpp0305803
Fife	FBpp0305804
Fife	FBpp0305805
Fife	FBpp0305806
Fife	FBpp0305807
CaMKII	FBpp0088281
CaMKII	FBpp0088282
CaMKII	FBpp0088283
CaMKII	FBpp0099496
CaMKII	FBpp0099497
CaMKII	FBpp0099498
CaMKII	FBpp0289606
CaMKII	FBpp0289607
CaMKII	FBpp0289608
CaMKII	FBpp0305829
CaMKII	FBpp0305830
CaMKII	FBpp0305831
lncRNA:CR43956	
asRNA:CR43957	
asRNA:CR43957	
lncRNA:CR43958	
Eogt	FBpp0077447
Eogt	FBpp0303533
asRNA:CR43959	
lncRNA:CR43960	
lncRNA:CR43960	
lncRNA:CR43961	
lncRNA:CR43962	
lncRNA:CR43962	
lncRNA:CR43963	
lncRNA:CR43963	
asRNA:CR43964	
Lst8	FBpp0071303
ens	FBpp0073122
ens	FBpp0073124
ens	FBpp0073123
ens	FBpp0073121
ens	FBpp0073125
ens	FBpp0112048
ens	FBpp0302753
ens	FBpp0302754
ens	FBpp0302755
ens	FBpp0302756
ens	FBpp0302757
ens	FBpp0311658
mgr	FBpp0081882
Mhc	FBpp0080452
Mhc	FBpp0080453
Mhc	FBpp0080454
Mhc	FBpp0080455
Mhc	FBpp0080456
Mhc	FBpp0080457
Mhc	FBpp0080458
Mhc	FBpp0080459
Mhc	FBpp0080460
Mhc	FBpp0080462
Mhc	FBpp0080463
Mhc	FBpp0080464
Mhc	FBpp0291041
